FULL_CODE,PAR_CODE,PAR_NAME,DUN_CODE,DUN_NAME,DM_CODE,DM_NAME,POPULATION
140/01/01,140,SEGAMAT,01,BULOH KASAP,01,Mensudot Lama,398
140/01/02,140,SEGAMAT,01,BULOH KASAP,02,Balai Badang,598
140/01/03,140,SEGAMAT,01,BULOH KASAP,03,Palong Timor,3793
140/01/04,140,SEGAMAT,01,BULOH KASAP,04,Sepang Loi,722
140/01/05,140,SEGAMAT,01,BULOH KASAP,05,Mensudot Pindah,478
140/01/06,140,SEGAMAT,01,BULOH KASAP,06,Awat,425
140/01/07,140,SEGAMAT,01,BULOH KASAP,07,Pekan Gemas Bahru,2391
140/01/08,140,SEGAMAT,01,BULOH KASAP,08,Gomali,392
140/01/09,140,SEGAMAT,01,BULOH KASAP,09,Tambang,317
140/01/10,140,SEGAMAT,01,BULOH KASAP,10,Paya Lang,892
140/01/11,140,SEGAMAT,01,BULOH KASAP,11,Ladang Sungai Muar,452
140/01/12,140,SEGAMAT,01,BULOH KASAP,12,Kuala Paya,807
140/01/13,140,SEGAMAT,01,BULOH KASAP,13,Bandar Buloh Kasap Utara,844
140/01/14,140,SEGAMAT,01,BULOH KASAP,14,Bandar Buloh Kasap Selatan,1879
140/01/15,140,SEGAMAT,01,BULOH KASAP,15,Buloh Kasap,3453
140/01/16,140,SEGAMAT,01,BULOH KASAP,16,Gelang Chinchin,671
140/01/17,140,SEGAMAT,01,BULOH KASAP,17,Sepinang,560
140/02/01,140,SEGAMAT,02,JEMENTAH,01,Gemas Baru,248
140/02/02,140,SEGAMAT,02,JEMENTAH,02,Fortrose,143
140/02/03,140,SEGAMAT,02,JEMENTAH,03,Sungai Senarut,584
140/02/04,140,SEGAMAT,02,JEMENTAH,04,Bandar Batu Anam,2743
140/02/05,140,SEGAMAT,02,JEMENTAH,05,Batu Anam,1437
140/02/06,140,SEGAMAT,02,JEMENTAH,06,Bandan,421
140/02/07,140,SEGAMAT,02,JEMENTAH,07,Welch,388
140/02/08,140,SEGAMAT,02,JEMENTAH,08,Paya Jakas,472
140/02/09,140,SEGAMAT,02,JEMENTAH,09,Bandar Jementah Barat,3486
140/02/10,140,SEGAMAT,02,JEMENTAH,10,Bandar Jementah Timor,2719
140/02/11,140,SEGAMAT,02,JEMENTAH,11,Bandar Jementah Tengah,414
140/02/12,140,SEGAMAT,02,JEMENTAH,12,Bandar Jementah Selatan,865
140/02/13,140,SEGAMAT,02,JEMENTAH,13,Jementah,365
140/02/14,140,SEGAMAT,02,JEMENTAH,14,Sungai Siput,439
140/02/15,140,SEGAMAT,02,JEMENTAH,15,Kampong Bukit Tunggal,328
140/02/16,140,SEGAMAT,02,JEMENTAH,16,Tebing Tinggi,343
140/02/17,140,SEGAMAT,02,JEMENTAH,17,Gemereh,1983
140/02/18,140,SEGAMAT,02,JEMENTAH,18,Berata,1511
140/02/19,140,SEGAMAT,02,JEMENTAH,19,Jalan Kolam Air,821
140/02/20,140,SEGAMAT,02,JEMENTAH,20,Sungai Kapeh,999
140/02/21,140,SEGAMAT,02,JEMENTAH,21,Pasar,741
140/02/22,140,SEGAMAT,02,JEMENTAH,22,Bandar,819
